travelCode,userCode,from,to,flightType,price_flight,time,distance,agency,date_flight,year,month,day,day_of_week,name,place,days,price_hotel,total,date_hotel,booking_month
104538,1037,Salvador (BH),Florianopolis (SC),firstClass,1657.48,2.44,937.77,CloudFy,2021-03-22,2021,3,22,Monday,Hotel K,Salvador (BH),4,263.41,1053.64,2021-03-18,3
104539,1037,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2021-03-25,2021,3,25,Thursday,Hotel AU,Recife (PE),4,312.83,1251.32,2021-03-25,3
104539,1037,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2021-03-29,2021,3,29,Monday,Hotel AU,Recife (PE),4,312.83,1251.32,2021-03-25,3
104540,1037,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,2021-04-01,2021,4,1,Thursday,Hotel BD,Natal (RN),2,242.88,485.76,2021-04-01,4
104540,1037,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,2021-04-03,2021,4,3,Saturday,Hotel BD,Natal (RN),2,242.88,485.76,2021-04-01,4
104543,1037,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,2021-04-22,2021,4,22,Thursday,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-04-22,4
104543,1037,Brasilia (DF),Florianopolis (SC),premium,1222.24,1.66,637.56,Rainbow,2021-04-23,2021,4,23,Friday,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-04-22,4
104546,1037,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2021-05-13,2021,5,13,Thursday,Hotel AU,Recife (PE),1,312.83,312.83,2021-05-13,5
104546,1037,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2021-05-14,2021,5,14,Friday,Hotel AU,Recife (PE),1,312.83,312.83,2021-05-13,5
104547,1037,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,2021-05-20,2021,5,20,Thursday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-05-20,5
104547,1037,Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,1.21,466.3,CloudFy,2021-05-21,2021,5,21,Friday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-05-20,5
104553,1037,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2021-07-01,2021,7,1,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-07-01,7
104553,1037,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,2021-07-05,2021,7,5,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-07-01,7
104557,1037,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,2021-07-29,2021,7,29,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-07-29,7
104557,1037,Rio de Janeiro (RJ),Florianopolis (SC),economic,519.1,1.21,466.3,Rainbow,2021-07-31,2021,7,31,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-07-29,7
104558,1037,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,2021-08-05,2021,8,5,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-08-05,8
104558,1037,Campo Grande (MS),Florianopolis (SC),premium,1031.59,1.49,573.81,CloudFy,2021-08-08,2021,8,8,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-08-05,8
104561,1037,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2021-08-26,2021,8,26,Thursday,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-08-26,8
104561,1037,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2021-08-27,2021,8,27,Friday,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-08-26,8
104562,1038,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2019-09-26,2019,9,26,Thursday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-09-26,9
104562,1038,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2019-09-28,2019,9,28,Saturday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-09-26,9
104564,1038,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2019-10-10,2019,10,10,Thursday,Hotel Z,Aracaju (SE),2,208.04,416.08,2019-10-10,10
104564,1038,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2019-10-12,2019,10,12,Saturday,Hotel Z,Aracaju (SE),2,208.04,416.08,2019-10-10,10
104567,1038,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,2019-10-31,2019,10,31,Thursday,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-10-31,10
104567,1038,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2019-11-04,2019,11,4,Monday,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-10-31,10
104569,1038,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2019-11-14,2019,11,14,Thursday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-11-14,11
104569,1038,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2019-11-16,2019,11,16,Saturday,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-11-14,11
104576,1038,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2020-01-02,2020,1,2,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-01-02,1
104576,1038,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,2020-01-06,2020,1,6,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-01-02,1
104577,1038,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,2020-01-09,2020,1,9,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-01-09,1
104577,1038,Sao Paulo (SP),Florianopolis (SC),firstClass,1684.14,1.46,562.14,CloudFy,2020-01-13,2020,1,13,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-01-09,1
104578,1038,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,2020-01-16,2020,1,16,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-16,1
104578,1038,Campo Grande (MS),Florianopolis (SC),economic,764.53,1.49,573.81,Rainbow,2020-01-19,2020,1,19,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-16,1
104581,1038,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2020-02-06,2020,2,6,Thursday,Hotel AU,Recife (PE),1,312.83,312.83,2020-02-06,2
104581,1038,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2020-02-07,2020,2,7,Friday,Hotel AU,Recife (PE),1,312.83,312.83,2020-02-06,2
104582,1038,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,2020-02-13,2020,2,13,Thursday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-02-13,2
104582,1038,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,875.65,1.21,466.3,CloudFy,2020-02-14,2020,2,14,Friday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-02-13,2
104590,1038,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,2020-04-09,2020,4,9,Thursday,Hotel BD,Natal (RN),4,242.88,971.52,2020-04-09,4
104590,1038,Natal (RN),Florianopolis (SC),premium,1212.58,1.84,709.37,Rainbow,2020-04-13,2020,4,13,Monday,Hotel BD,Natal (RN),4,242.88,971.52,2020-04-09,4
104593,1038,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,2020-04-30,2020,4,30,Thursday,Hotel BD,Natal (RN),4,242.88,971.52,2020-04-30,4
104593,1038,Natal (RN),Florianopolis (SC),firstClass,1570.02,1.84,709.37,CloudFy,2020-05-04,2020,5,4,Monday,Hotel BD,Natal (RN),4,242.88,971.52,2020-04-30,4
104599,1038,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2020-06-11,2020,6,11,Thursday,Hotel BD,Natal (RN),3,242.88,728.64,2020-06-11,6
104599,1038,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,2020-06-14,2020,6,14,Sunday,Hotel BD,Natal (RN),3,242.88,728.64,2020-06-11,6
104603,1039,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2019-10-17,2019,10,17,Thursday,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-17,10
104603,1039,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2019-10-18,2019,10,18,Friday,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-17,10
104606,1039,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,2019-11-07,2019,11,7,Thursday,Hotel AU,Recife (PE),3,312.83,938.49,2019-11-07,11
104606,1039,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2019-11-10,2019,11,10,Sunday,Hotel AU,Recife (PE),3,312.83,938.49,2019-11-07,11
104610,1039,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,2019-12-05,2019,12,5,Thursday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-12-05,12
104610,1039,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,941.27,1.21,466.3,Rainbow,2019-12-09,2019,12,9,Monday,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-12-05,12
104632,1039,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2020-05-07,2020,5,7,Thursday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-05-07,5
104632,1039,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2020-05-09,2020,5,9,Saturday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-05-07,5
104635,1039,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,2020-05-28,2020,5,28,Thursday,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-05-28,5
104635,1039,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,2020-05-30,2020,5,30,Saturday,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-05-28,5
104639,1039,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2020-06-25,2020,6,25,Thursday,Hotel BD,Natal (RN),2,242.88,485.76,2020-06-25,6
104639,1039,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2020-06-27,2020,6,27,Saturday,Hotel BD,Natal (RN),2,242.88,485.76,2020-06-25,6
104641,1039,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2020-07-09,2020,7,9,Thursday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-07-09,7
104641,1039,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2020-07-13,2020,7,13,Monday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-07-09,7
104644,1039,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2020-07-30,2020,7,30,Thursday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-07-30,7
104644,1039,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2020-08-01,2020,8,1,Saturday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-07-30,7
104656,1039,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2020-10-22,2020,10,22,Thursday,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-10-22,10
104656,1039,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2020-10-25,2020,10,25,Sunday,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-10-22,10
104658,1039,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,2020-11-05,2020,11,5,Thursday,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-11-05,11
104658,1039,Sao Paulo (SP),Florianopolis (SC),premium,1370.17,1.46,562.14,CloudFy,2020-11-06,2020,11,6,Friday,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-11-05,11
104660,1039,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,2020-11-19,2020,11,19,Thursday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-11-19,11
104660,1039,Rio de Janeiro (RJ),Florianopolis (SC),economic,533.69,1.21,466.3,CloudFy,2020-11-20,2020,11,20,Friday,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-11-19,11
104661,1039,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,2020-11-26,2020,11,26,Thursday,Hotel BD,Natal (RN),3,242.88,728.64,2020-11-26,11
104661,1039,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,2020-11-29,2020,11,29,Sunday,Hotel BD,Natal (RN),3,242.88,728.64,2020-11-26,11
104662,1039,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,2020-12-03,2020,12,3,Thursday,Hotel BD,Natal (RN),1,242.88,242.88,2020-12-03,12
104662,1039,Natal (RN),Florianopolis (SC),economic,884.4,1.84,709.37,Rainbow,2020-12-04,2020,12,4,Friday,Hotel BD,Natal (RN),1,242.88,242.88,2020-12-03,12
104665,1039,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,2020-12-24,2020,12,24,Thursday,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-12-24,12
104665,1039,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,2020-12-25,2020,12,25,Friday,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-12-24,12
104667,1039,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,2021-01-07,2021,1,7,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2021-01-07,1
104667,1039,Salvador (BH),Florianopolis (SC),firstClass,1616.44,2.44,937.77,FlyingDrops,2021-01-10,2021,1,10,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2021-01-07,1
104668,1039,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2021-01-14,2021,1,14,Thursday,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-01-14,1
104668,1039,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,2021-01-18,2021,1,18,Monday,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-01-14,1
104672,1039,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,2021-02-11,2021,2,11,Thursday,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-02-11,2
104672,1039,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,2021-02-14,2021,2,14,Sunday,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-02-11,2
104673,1039,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,2021-02-18,2021,2,18,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-02-18,2
104673,1039,Sao Paulo (SP),Florianopolis (SC),economic,908.17,1.46,562.14,Rainbow,2021-02-22,2021,2,22,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-02-18,2
104677,1039,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,2021-03-18,2021,3,18,Thursday,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-03-18,3
104677,1039,Brasilia (DF),Florianopolis (SC),firstClass,1487.52,1.66,637.56,CloudFy,2021-03-21,2021,3,21,Sunday,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-03-18,3
104678,1039,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,2021-03-25,2021,3,25,Thursday,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-03-25,3
104678,1039,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,875.65,1.21,466.3,CloudFy,2021-03-28,2021,3,28,Sunday,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-03-25,3
104682,1039,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2021-04-22,2021,4,22,Thursday,Hotel AU,Recife (PE),3,312.83,938.49,2021-04-22,4
104682,1039,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2021-04-25,2021,4,25,Sunday,Hotel AU,Recife (PE),3,312.83,938.49,2021-04-22,4
104683,1039,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,2021-04-29,2021,4,29,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-04-29,4
104683,1039,Sao Paulo (SP),Florianopolis (SC),firstClass,1718.28,1.46,562.14,Rainbow,2021-05-03,2021,5,3,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-04-29,4
104687,1039,Florianopolis (SC),Recife (PE),firstClass,1175.62,1.76,676.53,Rainbow,2021-05-27,2021,5,27,Thursday,Hotel AU,Recife (PE),3,312.83,938.49,2021-05-27,5
104687,1039,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,2021-05-30,2021,5,30,Sunday,Hotel AU,Recife (PE),3,312.83,938.49,2021-05-27,5
104698,1039,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,2021-08-12,2021,8,12,Thursday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-08-12,8
104698,1039,Campo Grande (MS),Florianopolis (SC),firstClass,1446.34,1.49,573.81,CloudFy,2021-08-16,2021,8,16,Monday,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-08-12,8
104701,1039,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,2021-09-02,2021,9,2,Thursday,Hotel AU,Recife (PE),1,312.83,312.83,2021-09-02,9
104701,1039,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,2021-09-03,2021,9,3,Friday,Hotel AU,Recife (PE),1,312.83,312.83,2021-09-02,9
104707,1039,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,2021-10-14,2021,10,14,Thursday,Hotel AU,Recife (PE),4,312.83,1251.32,2021-10-14,10
104707,1039,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,2021-10-18,2021,10,18,Monday,Hotel AU,Recife (PE),4,312.83,1251.32,2021-10-14,10
104714,1039,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2021-12-02,2021,12,2,Thursday,Hotel K,Salvador (BH),4,263.41,1053.64,2021-12-02,12
104714,1039,Salvador (BH),Florianopolis (SC),premium,1321.52,2.44,937.77,CloudFy,2021-12-06,2021,12,6,Monday,Hotel K,Salvador (BH),4,263.41,1053.64,2021-12-02,12
104717,1039,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,2021-12-23,2021,12,23,Thursday,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-12-23,12
104717,1039,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,2021-12-25,2021,12,25,Saturday,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-12-23,12
104719,1039,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,2022-01-06,2022,1,6,Thursday,Hotel BD,Natal (RN),3,242.88,728.64,2022-01-06,1
104719,1039,Natal (RN),Florianopolis (SC),economic,873.07,1.84,709.37,CloudFy,2022-01-09,2022,1,9,Sunday,Hotel BD,Natal (RN),3,242.88,728.64,2022-01-06,1
104720,1039,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,2022-01-13,2022,1,13,Thursday,Hotel AU,Recife (PE),2,312.83,625.66,2022-01-13,1
104720,1039,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,2022-01-15,2022,1,15,Saturday,Hotel AU,Recife (PE),2,312.83,625.66,2022-01-13,1
104721,1039,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,1.21,466.3,FlyingDrops,2022-01-20,2022,1,20,Thursday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-01-20,1
104721,1039,Rio de Janeiro (RJ),Florianopolis (SC),firstClass,961.99,1.21,466.3,FlyingDrops,2022-01-22,2022,1,22,Saturday,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2022-01-20,1
104722,1039,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,2022-01-27,2022,1,27,Thursday,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-01-27,1
104722,1039,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,2022-01-29,2022,1,29,Saturday,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-01-27,1
104724,1039,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,2022-02-10,2022,2,10,Thursday,Hotel BD,Natal (RN),1,242.88,242.88,2022-02-10,2
104724,1039,Natal (RN),Florianopolis (SC),firstClass,1554.92,1.84,709.37,Rainbow,2022-02-11,2022,2,11,Friday,Hotel BD,Natal (RN),1,242.88,242.88,2022-02-10,2
104725,1039,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,2022-02-17,2022,2,17,Thursday,Hotel AU,Recife (PE),2,312.83,625.66,2022-02-17,2
104725,1039,Recife (PE),Florianopolis (SC),premium,1074.75,1.76,676.53,CloudFy,2022-02-19,2022,2,19,Saturday,Hotel AU,Recife (PE),2,312.83,625.66,2022-02-17,2
104726,1039,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,2022-02-24,2022,2,24,Thursday,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-02-24,2
104726,1039,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,2022-02-25,2022,2,25,Friday,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-02-24,2
104727,1039,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,2022-03-03,2022,3,3,Thursday,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-03-03,3
104727,1039,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,2022-03-04,2022,3,4,Friday,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-03-03,3
104731,1039,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-03-31,2022,3,31,Thursday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-03-31,3
104731,1039,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,1.49,573.81,Rainbow,2022-04-02,2022,4,2,Saturday,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-03-31,3
104733,1039,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,2022-04-14,2022,4,14,Thursday,Hotel AU,Recife (PE),2,312.83,625.66,2022-04-14,4
104733,1039,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,2022-04-16,2022,4,16,Saturday,Hotel AU,Recife (PE),2,312.83,625.66,2022-04-14,4
104745,1039,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,2022-07-07,2022,7,7,Thursday,Hotel K,Salvador (BH),4,263.41,1053.64,2022-07-07,7
104745,1039,Salvador (BH),Florianopolis (SC),firstClass,1616.44,2.44,937.77,FlyingDrops,2022-07-11,2022,7,11,Monday,Hotel K,Salvador (BH),4,263.41,1053.64,2022-07-07,7
104752,1039,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2022-08-25,2022,8,25,Thursday,Hotel K,Salvador (BH),2,263.41,526.82,2022-08-25,8
104752,1039,Salvador (BH),Florianopolis (SC),premium,1321.52,2.44,937.77,CloudFy,2022-08-27,2022,8,27,Saturday,Hotel K,Salvador (BH),2,263.41,526.82,2022-08-25,8
104753,1039,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,2022-09-01,2022,9,1,Thursday,Hotel K,Salvador (BH),1,263.41,263.41,2022-09-01,9
104753,1039,Salvador (BH),Florianopolis (SC),economic,943.15,2.44,937.77,CloudFy,2022-09-02,2022,9,2,Friday,Hotel K,Salvador (BH),1,263.41,263.41,2022-09-01,9
104760,1039,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,2022-10-20,2022,10,20,Thursday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-10-20,10
104760,1039,Campo Grande (MS),Florianopolis (SC),premium,1030.13,1.49,573.81,Rainbow,2022-10-21,2022,10,21,Friday,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-10-20,10
104763,1039,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,2022-11-10,2022,11,10,Thursday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-11-10,11
104763,1039,Campo Grande (MS),Florianopolis (SC),firstClass,1341.21,1.49,573.81,Rainbow,2022-11-13,2022,11,13,Sunday,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-11-10,11
104772,1039,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,2023-01-12,2023,1,12,Thursday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2023-01-12,1
104772,1039,Sao Paulo (SP),Florianopolis (SC),firstClass,1666.23,1.46,562.14,FlyingDrops,2023-01-16,2023,1,16,Monday,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2023-01-12,1
104783,1040,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,2019-11-14,2019,11,14,Thursday,Hotel K,Salvador (BH),3,263.41,790.23,2019-11-14,11
104783,1040,Salvador (BH),Florianopolis (SC),premium,1336.68,2.44,937.77,Rainbow,2019-11-17,2019,11,17,Sunday,Hotel K,Salvador (BH),3,263.41,790.23,2019-11-14,11
104784,1040,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,2019-11-21,2019,11,21,Thursday,Hotel AU,Recife (PE),1,312.83,312.83,2019-11-21,11
104784,1040,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,2019-11-22,2019,11,22,Friday,Hotel AU,Recife (PE),1,312.83,312.83,2019-11-21,11
104785,1040,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,2019-11-28,2019,11,28,Thursday,Hotel K,Salvador (BH),2,263.41,526.82,2019-11-28,11
